track_id,track_name,artists,album_name,track_genre,popularity,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster_k5,cluster_label,cluster_k2,cluster_dbscan
17ySQqgJDkPGjtGTIqZAV0,10th man down,Nightwish,Metal Rock Cavalcade I,goth,21,323040,0.493,0.911,-3.861,0.0584,0.0024,0.038,0.0775,0.295,125.799,0,High-Energy / Fast / Live,0,0
0EpO6LZgIlxTUHE2e1ckCa,The Motto,Tiësto;Ava Max,Hit After Hit,edm,0,164818,0.754,0.763,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
5Pl7IrRjL0O3mmclPQlpWh,Thunder,Imagine Dragons,Kick It,rock,4,187146,0.601,0.824,-4.757,0.0474,0.00866,0.173,0.155,0.246,167.965,2,High-Energy / Instrumental / Melancholic / Fast,0,0
72T5smavl9ONfOwI0gHf1A,You're Dead,Norma Tanega,Walkin' My Cat Named Dog,psych-rock,59,143066,0.627,0.539,-8.529,0.0328,0.346,0.0,0.192,0.754,112.259,1,Acoustic / Slow,1,0
1tBghD5Z8rBeN7eHDXLamy,Hip To Be Scared [Feat. Jacoby Shaddix],Ice Nine Kills;Jacoby Shaddix,Welcome To Horrorwood: The Silver Scream 2,metalcore,64,203560,0.276,0.862,-5.352,0.255,0.00147,0.0,0.174,0.526,182.115,0,High-Energy / Fast / Live,0,0
53rvxSNmKhy7wMAAygyYWr,Moments,Masicka;Stefflon Don,438,dancehall,54,183092,0.772,0.658,-5.612,0.226,0.0622,0.0,0.0997,0.16,129.345,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
5zb7npjQqoJ7Kcpq4yD9qn,You Want It Darker,Leonard Cohen,You Want It Darker,singer-songwriter,62,284373,0.674,0.327,-16.986,0.0574,0.613,0.199,0.0756,0.494,108.995,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,-1
1bH5saVHEnEdNyFydlkCC3,Somewhere That I Belong,Fairlane;Kala,V,dub,0,248210,0.532,0.911,-3.31,0.0344,0.00384,8.5e-06,0.139,0.105,94.962,0,High-Energy / Fast / Live,0,0
012JFkVnfxxnL0dN29j73L,Keep On Running - Remastered 2010,The Spencer Davis Group,(60's) Sixties Collected Volume 2,british,0,168280,0.671,0.689,-7.755,0.0932,0.328,2.95e-06,0.352,0.811,138.306,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
1gUNAceY99kXgFMpA4N2ah,White Elephant - Strange Fruit Remix,Ladytron,Gravity The Seducer (Remixed),synth-pop,49,223640,0.512,0.728,-8.165,0.0459,0.00783,0.0818,0.172,0.0584,112.994,2,High-Energy / Instrumental / Melancholic / Fast,0,0
42lrNigOec2O6S5enOL4qa,Kyrie Eleison,Dan Gibson's Solitudes,Illumination: Peaceful Gregorian Chants,new-age,45,391333,0.214,0.162,-22.062,0.0384,0.918,0.298,0.112,0.0386,91.37,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,1
20XzmyE8IdJr3WKBJMs3Hh,Ela Chorou de Amor,Rasta Chinela;Cleber Camargo,Grande Amor,forro,41,225693,0.753,0.855,-5.939,0.0357,0.115,9.46e-05,0.0346,0.949,94.966,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
4DE7NGHLysvyl6fu6pCfbr,Fighter,Dr Meaker;Lorna King,Fighter / Music in the Night,drum-and-bass,17,296551,0.538,0.945,-3.593,0.285,0.000214,0.0522,0.254,0.189,175.986,0,High-Energy / Fast / Live,0,-1
0Vc3nfRMdvY5iX6AHVWSMN,It's All on U - T-Mass & LZRD Remix,ILLENIUM;Liam O'Donnell;T-Mass;LZRD,Ashes (Remixes),dubstep,53,204778,0.536,0.784,-4.139,0.0485,0.039,3.89e-05,0.0691,0.41,154.924,0,High-Energy / Fast / Live,0,0
2pr8fr9fKYQKlmom3oya9e,Boeren,DJ Maurice,Boeren,hardstyle,27,109783,0.709,0.995,-4.789,0.139,0.0189,0.621,0.295,0.409,140.98,2,High-Energy / Instrumental / Melancholic / Fast,0,0
1B5wlrJ6Q3hY8gojNXB1Tz,Gal Weather,Bounty Killer;Konshens;Jonny Blaze,Gal Weather,j-dance,20,170097,0.818,0.764,-4.155,0.232,0.203,0.0,0.0997,0.63,102.928,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
31nuKr86hSeDz0ERpoN6Zh,St.Pauli Tanzmusik - Posse-Version,Le Fly;Liedfett;Jaya The Cat;Chefboss;Kalle Krass;Flo Mega;257ers;Smith & Smart;Pensen Paletti;Captain Gips;Sondaschule;Triebwerk 3;Vollka Putt,Kopf aus Fuss an,punk-rock,37,548426,0.676,0.801,-6.105,0.0565,0.0202,0.0,0.312,0.7,80.007,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
2aj3eD8ojbYMlZBXH6o43e,Rosas Rojas (Roses Are Red My Love),Hermanos Carrion,Lo Mejor De Los Hermanos,rock-n-roll,32,147760,0.485,0.352,-11.855,0.0321,0.967,0.00081,0.196,0.509,110.798,1,Acoustic / Slow,1,0
3XXigLvf1mFw8Zk7Y09kNB,Ticki Tacka - Pistenedition,Micha von der Rampe;Johnny Dampf,Ticki Tacka (Pistenedition),party,25,202538,0.81,0.981,-3.514,0.281,0.0955,0.0,0.208,0.803,138.003,4,High-Energy / Dance-Party / Vocal-Heavy,0,-1
58OGGr07LJ87uyBbDVvGij,Kootti Muttiya,Najim Arshad;Sujatha,Pullipulikalum Attinkuttiyum (Original Motion Picture Soundtrack),malay,27,292093,0.712,0.31,-9.713,0.037,0.621,8.86e-05,0.0916,0.815,124.522,1,Acoustic / Slow,1,0
6xB7E0HOWznwiO0v56mqwD,Find Me,Sigma;Birdy,Find Me,drum-and-bass,55,204444,0.584,0.805,-4.029,0.0465,0.0649,0.0,0.103,0.238,134.882,0,High-Energy / Fast / Live,0,0
4admt90cSChznePxyzUVCP,Dancing People Are Never Wrong,Jan Blomqvist;The Bianca Story,Dancing People Are Never Wrong,electronic,55,199526,0.739,0.548,-11.073,0.0367,0.129,0.867,0.109,0.175,122.006,2,High-Energy / Instrumental / Melancholic / Fast,1,-1
6TfeXwJihJRuBW3mFpib6J,DANCE,CLMD;Tungevaag,DANCE,house,61,174448,0.766,0.548,-7.834,0.0373,0.0263,1.81e-06,0.21,0.552,122.012,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
6wQrnYYjQCpWrBDhGEHqJj,On the Mountain of Goats,Windir,Likferd,black-metal,16,324213,0.126,0.799,-6.192,0.0646,7.64e-06,0.91,0.133,0.137,97.189,2,High-Energy / Instrumental / Melancholic / Fast,0,-1
73zEI7VgcQh3c3tfe3Zhxj,Living In My Skin,HEY-SMITH,Now Album,j-rock,32,144426,0.519,0.984,-2.678,0.118,0.000187,0.000267,0.442,0.47,159.902,0,High-Energy / Fast / Live,0,0
6TJsBBWRxwIRFS3ntoOUrU,Terror,KMFDM,Nihil,industrial,26,289893,0.492,0.987,-2.927,0.0923,1.21e-05,0.471,0.153,0.389,94.42,2,High-Energy / Instrumental / Melancholic / Fast,0,0
0tQIROLkrjb4s3UFeJd0EE,Aradhana - Original Mix,Digicult;Tropical Bleyage,Soul Samadhi,trance,30,415497,0.541,0.946,-4.97,0.0449,0.000155,0.786,0.381,0.149,145.004,2,High-Energy / Instrumental / Melancholic / Fast,0,0
0Om3atUNbAqVJexASXyKqH,Puteiro Em João Pessoa - Ao Vivo | Acústico,Raimundos,Acústico - Ao Vivo,hard-rock,35,204672,0.465,0.971,-2.722,0.0932,0.289,0.0,0.912,0.649,129.216,0,High-Energy / Fast / Live,0,-1
2Gv0GXMGtNEcMYjDNVpSRu,Pardon,Rick Gallagher Project,Pardon,piano,61,150127,0.428,0.0335,-32.234,0.0403,0.986,0.954,0.0987,0.0587,126.318,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,1
4QxDOjgpYtQDxxbWPuEJOy,L-O-V-E,Nat King Cole,L-O-V-E,jazz,71,155306,0.425,0.373,-7.543,0.0801,0.686,0.0,0.077,0.663,78.231,1,Acoustic / Slow,1,0
6MpCaSIOfqBqbMED4kXgNY,Prom Queen,Beach Bunny,Prom Queen,indie,82,136562,0.528,0.797,-7.487,0.0485,0.000391,0.011,0.14,0.751,143.785,0,High-Energy / Fast / Live,0,0
16dmMHLSFpOHP3CQ3UxnJ2,Polaris Dream,Rexanthony,Memorabylia Ltd,happy,21,292240,0.444,0.997,-3.566,0.0724,0.0536,0.916,0.0788,0.441,160.698,2,High-Energy / Instrumental / Melancholic / Fast,0,-1
5bSwFsWS6Koxno6xGBNvyK,Let You Go,LOCKBOX;Ehallz,Let You Go,dub,35,256000,0.577,0.633,-6.603,0.0418,0.184,2.93e-06,0.204,0.198,120.067,1,Acoustic / Slow,0,0
0V2N1bAzV9lojRErOF0qxk,for the girls,Hayley Kiyoko,All That Really Matters - Just Hits,indie-pop,0,158486,0.753,0.652,-5.877,0.0594,0.133,0.0,0.0764,0.55,136.138,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
5fFWruyNL7FZL1nLrkCTcM,Ruperta,Sekta Core,Morbo's Club,ska,35,249026,0.416,0.964,-3.009,0.0512,0.000685,0.00171,0.102,0.576,124.955,0,High-Energy / Fast / Live,0,0
4zYkSXrfgJyrNkNv3mTiIZ,Dance Monkey,Roses & Frey,Dance Monkey,acoustic,51,197850,0.541,0.192,-13.995,0.0282,0.893,0.0,0.193,0.317,139.938,1,Acoustic / Slow,1,0
6wc5M9WCWyr3jFZ9adou2t,Si voltò,Andrea Bocelli,Cieli Di Toscana (Remastered),opera,26,244680,0.579,0.267,-12.506,0.0311,0.808,4.05e-05,0.109,0.473,95.991,1,Acoustic / Slow,1,0
3nY9k07g4jnP67ZtXlqRXF,You Are The Music In Me,The Party Cats,Upbeat Kids Songs!,kids,0,159240,0.626,0.849,-5.827,0.0324,0.00334,1.13e-05,0.0535,0.638,141.976,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
3slVKcn9grcylK1kdkeEHK,Natural - En Vivo,Babasónicos,Desde Adentro - Impuesto de Fe (En Vivo),electronic,40,240533,0.469,0.811,-6.692,0.0362,0.548,0.000199,0.961,0.388,137.974,0,High-Energy / Fast / Live,0,-1
7CETR23Us2ET1iXIKhF5Ju,Sorry For Writing All The Songs About You,Clara Mae,Sorry For Writing All The Songs About You (Acoustic),swedish,48,206233,0.751,0.295,-7.025,0.0432,0.81,0.0,0.104,0.441,120.16,1,Acoustic / Slow,1,0
4wUOdPcYoqYZGM2wSdoLQu,Nee Yadalo Naaku,Yuvan Shankar Raja;Sagar Desai,Awaara (Original Motion Picture Soundtrack),k-pop,56,292826,0.871,0.363,-6.691,0.033,0.0301,0.0609,0.11,0.454,105.034,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
1RBs7HBZhXnH1QWDisksNn,証,ZONE,E 〜Complete A side Singles〜,j-idol,23,249680,0.481,0.792,-4.189,0.0363,0.00573,0.0,0.0951,0.463,150.076,0,High-Energy / Fast / Live,0,0
29NokCJQHum6VXYPK8meeX,Trail of Sulfur,Astronoid,Air,black-metal,16,446613,0.361,0.966,-7.713,0.132,6.66e-06,0.827,0.293,0.117,161.018,2,High-Energy / Instrumental / Melancholic / Fast,0,-1
5A8jUZatix87xG0Zj6HSKG,Angel With a Shotgun,The Cab,Symphony Soldier,indie-pop,63,223092,0.543,0.84,-5.121,0.0499,0.00471,0.0,0.179,0.394,124.037,0,High-Energy / Fast / Live,0,0
2vICdcAEc10WfqMeRxOF1I,Dark Side,Blind Channel,Lifestyles of the Sick & Dangerous,trance,59,177789,0.566,0.954,-3.786,0.0938,0.00208,2.1e-06,0.29,0.441,98.006,0,High-Energy / Fast / Live,0,0
28tqalRVnTChRaXddTPkXy,我是為了兩千蚊才到這裡表演,my little airport,香港是個大商場,cantopop,26,111295,0.605,0.327,-11.46,0.0453,0.771,0.106,0.146,0.324,122.957,1,Acoustic / Slow,1,0
26UD6EFThaMnBcmHxb8MOG,Turn,Crimson Memoirs,Turn,piano,59,179500,0.289,0.0434,-26.34,0.0384,0.98,0.912,0.0877,0.181,68.352,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,1
5X7yeItKsM4UwgBrHRd4Gh,Let Me Be Good to You,Walt's Piano;Walt's Strings,Disney Classics Volume 6,disney,20,156567,0.522,0.0919,-17.084,0.0416,0.989,0.704,0.0931,0.321,116.529,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,1
5AAaghHx8jedNGhHZkY8so,Bamm,Busy Signal,PEPPERSPRAY RIDDIM,j-rock,0,176774,0.84,0.831,-1.937,0.303,0.0367,2.59e-06,0.0703,0.884,133.424,4,High-Energy / Dance-Party / Vocal-Heavy,0,-1
5erSMVrRwNRKXVp3pMknSc,Bandoneon Arrabalero,Roberto Goyeneche,Roberto Goyeneche: Cantor de Mi Barrio,tango,28,164266,0.387,0.475,-7.96,0.041,0.89,0.00485,0.168,0.642,120.686,1,Acoustic / Slow,1,0
2QxzpDE6uQPy17dhBTQgpu,Edge of Mind,Confess,Edge of Mind,iranian,0,344040,0.461,0.978,-3.346,0.0935,5.53e-06,0.00155,0.108,0.324,118.025,0,High-Energy / Fast / Live,0,0
4GWCwIinb0Kov5ys5vFZKa,We Rock Hard,Freestylers;Sol Sonic Force,We Rock Hard,breakbeat,14,428533,0.789,0.593,-12.984,0.0924,0.00782,0.000391,0.0541,0.784,123.854,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
1voNki3zm1VcvtLeAJtkGK,R U FCKNG SERIOUS - Ann Clue Remix,Boris Brejcha;Deniz Bul;Ann Clue,R U FCKIN SERIOUS,techno,44,420480,0.804,0.503,-7.693,0.0761,6.55e-05,0.839,0.107,0.266,124.997,2,High-Energy / Instrumental / Melancholic / Fast,0,2
3h2aYVv7RHnOW0qGGYdYIT,Close Your Eyes,KSHMR;Tungevaag,Close Your Eyes,house,58,168833,0.51,0.898,-1.218,0.0772,0.0294,3.14e-05,0.255,0.483,179.969,0,High-Energy / Fast / Live,0,0
72ZqwPX063K6z7f6GZX4bU,Wolf - Judge Bitch Remix,Power Glove;Judge Bitch,Wolf (Judge Bitch Remix),club,16,169557,0.541,0.759,-11.127,0.056,0.00427,0.891,0.372,0.455,130.017,2,High-Energy / Instrumental / Melancholic / Fast,0,0
0Y2v82GQsomVCqnfWpRSg5,"Dois Amores, Duas Paixões",Calcinha Preta,"Dois Amores, Duas Paixões, Vol. 14",pagode,48,223007,0.496,0.727,-4.378,0.0427,0.237,0.0,0.422,0.501,166.068,0,High-Energy / Fast / Live,0,0
4Tqfnoyk56kZMvqhShghAh,The Whiskey or the Coal,Big Country Bluegrass,"Mountains, Mamas and Memories",bluegrass,27,195120,0.487,0.716,-6.57,0.0378,0.502,6.35e-06,0.164,0.879,200.166,0,High-Energy / Fast / Live,0,0
7DmZ1e9hh9CUX0PZzZA25C,O Holy Child,Dusty Springfield,Classic Christmas Music 2022,british,0,144893,0.434,0.36,-8.602,0.0268,0.912,0.0,0.166,0.439,81.523,1,Acoustic / Slow,1,0
77JnuzkgDssvr8Q5GQ39Eh,Nada,Cali Y El Dandee;Danna Paola,Verano en Junio,latino,0,174026,0.684,0.808,-2.737,0.061,0.0518,1.02e-05,0.0858,0.712,173.905,0,High-Energy / Fast / Live,0,0
6WME0sawYWdfF3jgR9w6ir,"Magnificat in D Major, BWV 243: I. Chorus: ""Magnificat""",Johann Sebastian Bach;Münchener Bach-Orchester;Karl Richter;Münchener Bach-Chor,Classical Christmas,german,0,181386,0.555,0.526,-13.588,0.0422,0.876,0.902,0.218,0.89,90.608,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,0
1uFnsHiYtvBFnwKDggQoAk,Text Feed,xJ-Will,Text Feed,study,9,163516,0.593,0.701,-6.329,0.0469,0.00291,0.804,0.0884,0.201,181.976,2,High-Energy / Instrumental / Melancholic / Fast,0,-1
66mhaHoJIiVWB3lwA6974s,Pineapple Slice (with SG Lewis),Tove Lo;SG Lewis,Dirt Femme,synth-pop,63,176544,0.819,0.543,-6.397,0.0632,0.00129,0.0,0.105,0.667,120.966,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
3e7sxremeOE3wTySiOhGiP,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN;Sia,Icarus Falls,pop,79,239000,0.259,0.437,-6.589,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,1,Acoustic / Slow,1,0
182Jbdpfurj3xsJfyw1Mpj,Humungous,Malik Dub,Humungous,study,28,143938,0.917,0.108,-14.732,0.471,0.317,0.885,0.0908,0.181,146.038,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,-1
1mgfms0E0uJhULWwqMcqtI,First Year Blues,Hank Williams,The Ultimate Collection,honky-tonk,11,146600,0.718,0.27,-13.928,0.0591,0.968,0.0,0.23,0.663,120.192,1,Acoustic / Slow,1,-1
5uffB0o1ruF4O5o3KOelvu,Hopelessly Devoted To You (Glee Cast Version),Glee Cast,Glee: The Music presents Glease,club,55,181906,0.61,0.53,-7.132,0.0253,0.247,0.0,0.35,0.305,110.778,1,Acoustic / Slow,1,0
1jFhnVoJkcB4lf9tT0rSZS,Unchained Melody,The Righteous Brothers,The Very Best Of The Righteous Brothers - Unchained Melody,rock-n-roll,61,216266,0.361,0.219,-16.553,0.0285,0.563,0.0,0.558,0.26,98.532,1,Acoustic / Slow,1,-1
4TnOaXNKvUiGas2FZMPlsX,Dumcore,DJ Isaac,Thunderdome 25 Years Of Hardcore,happy,17,309173,0.737,0.633,-12.916,0.11,0.0742,0.896,0.516,0.341,174.076,2,High-Energy / Instrumental / Melancholic / Fast,0,0
2nlqFOnSp8TAqzi7KYnrRC,Utican,Novo Amor,Birthplace,ambient,47,175986,0.45,0.574,-6.568,0.0393,0.908,0.0289,0.126,0.321,145.674,1,Acoustic / Slow,1,0
1eUzIErm8jXblzUTGgUvxG,Baby,Jessi Campbell,Dry Bar Comedy Presents: Sharpest Knife on the Porch,comedy,22,95616,0.523,0.497,-15.769,0.89,0.846,0.0,0.447,0.559,71.517,1,Acoustic / Slow,1,0
0LF8z56v8DrOY8FprsSuKL,Yoriichi Theme,Samuel Kim,Yoriichi Theme,anime,46,137488,0.271,0.597,-7.93,0.0334,0.548,0.83,0.0848,0.111,91.903,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,-1
0Bns7Z5qu5gwuZVN3ht5vN,El Diablo,Jerry Di,Noche de Halloween Latino,latino,1,184853,0.863,0.768,-2.227,0.184,0.0851,0.000119,0.105,0.673,107.971,4,High-Energy / Dance-Party / Vocal-Heavy,0,-1
5OLwMBA5teE4lKBvINS4GN,Selly Punker,Last Child,Everything We Are Everything,punk-rock,44,161803,0.509,0.88,-8.673,0.0801,0.00768,0.0,0.277,0.816,190.065,0,High-Energy / Fast / Live,0,0
6iCsxY7ylVPS9Okw6QZfAU,Can't Hardly Wait - The Tim Version,The Replacements,All for Nothing / Nothing for All,power-pop,23,186173,0.373,0.952,-6.429,0.262,0.000645,0.0,0.188,0.342,146.048,0,High-Energy / Fast / Live,0,0
0UrWr7Jnu1heq1o99ZwUd0,Youth of the Nation,P.O.D.,Satellite (U.S. Version),metal,71,256240,0.563,0.86,-7.533,0.0621,0.00834,0.0106,0.39,0.517,97.867,0,High-Energy / Fast / Live,0,0
0984nSnkRCEdjAXiig3rOH,Someday At Christmas,Stevie Wonder,Best Christmas Playlist Ever 2022,soul,0,169293,0.325,0.536,-6.04,0.0323,0.614,0.0,0.251,0.218,101.483,1,Acoustic / Slow,1,0
5gUINRqrT8H4rI13ulJg39,Berbagi Cerita,Pee Wee Gaskins;Alditsa Decca Nugraha;Reza Satiri;Fauzan;Harry Pramahardika;Renaldy Prasetya,A Youth Not Wasted,punk,43,278850,0.497,0.922,-3.51,0.0622,0.00532,0.00118,0.137,0.691,149.957,0,High-Energy / Fast / Live,0,0
29yZyRBTjqHwr9YhtpHlid,1000 Sanatas,Asspera,Bizarra Actitud de Seguir Con Vida,heavy-metal,21,239159,0.548,0.919,-6.284,0.0688,0.000105,0.000534,0.484,0.649,105.044,0,High-Energy / Fast / Live,0,0
0A9Tx3hHyfYgkjnVMhcn9k,DANKBAR (45 Freestyle),Fard,PAPIERFLIEGER,german,37,136466,0.73,0.56,-7.748,0.418,0.329,0.0,0.116,0.434,126.316,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
6SNGzhVrisdq63Ndz58ovT,Luv (sic),Nujabes,Luv(sic) Hexalogy,chill,59,286320,0.906,0.677,-5.558,0.215,0.437,0.0272,0.652,0.869,93.016,4,High-Energy / Dance-Party / Vocal-Heavy,0,-1
4xIZd7KCf5sexX8eLX9768,Salud,Javier Vásquez,Mi Historia,salsa,32,221952,0.868,0.584,-6.386,0.077,0.37,6.86e-06,0.205,0.936,97.472,4,High-Energy / Dance-Party / Vocal-Heavy,0,-1
4B1A052R2n4HGE9JeieF5K,O Segundo Sol,Nando Reis;DUDA BEAT,DUDA BEAT & NANDO REIS,brazil,45,262550,0.643,0.511,-9.949,0.0329,0.0625,0.00167,0.0845,0.538,146.879,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
7yRfIESGCckunEuXMtn0bj,Layyavathiye,Jassie Gift,4 Students (Original Motion Picture Soundtrack),pop-film,57,270497,0.772,0.886,-8.111,0.117,0.0896,0.0,0.0262,0.762,110.689,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
6OocN63GLU7NF0wHdewhID,Invisible,Linkin Park,One More Light,metal,56,214346,0.47,0.74,-6.093,0.07,0.0455,0.0,0.091,0.562,84.841,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
6d1XH0OKwZVbITLqPoToDg,Starry Sky,April Baxter,Starry Sky,piano,60,140000,0.563,0.0253,-25.218,0.0437,0.991,0.831,0.089,0.0987,108.367,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,1
0xN2e2Odk9nPLOLpacow2e,We Are One - WWE Mix,12 Stones,We Are One (WWE Mix),grunge,41,223160,0.394,0.934,-5.494,0.103,0.000205,0.000258,0.204,0.262,127.041,0,High-Energy / Fast / Live,0,0
5GrVyPPaSy9OksTkFOpdns,Alone in the World,Kupla,Owls and Pinecones,anime,50,137764,0.695,0.266,-8.486,0.0622,0.251,0.446,0.172,0.219,78.974,3,Calm / Acoustic / Instrumental / Melancholic / Slow,1,-1
4VC4ChQaXEDeOpwuEiXPps,Till We Meet Again - Carl Craig Remix,Kevin Saunderson;Inner City,History Elevate Remixed,detroit-techno,7,515693,0.706,0.5,-17.183,0.0475,0.000361,0.869,0.0729,0.0674,120.991,2,High-Energy / Instrumental / Melancholic / Fast,1,-1
6tGaJvoc1MnwnPxogAkgZI,Nekrokosmos,Kvelertak,Meir,black-metal,18,400960,0.174,0.955,-5.002,0.148,3.08e-05,0.887,0.342,0.0722,157.361,2,High-Energy / Instrumental / Melancholic / Fast,0,-1
1RFTlrpmEUyBpkaW6mfrxQ,"RATS - FROM ""GIGS"" CASE OF BOOWY",BOØWY,"""GIGS"" CASE OF BOφWY COMPLETE (Live From ""Gigs"" Case Of Boowy / 1987)",rockabilly,34,159600,0.258,0.985,-3.376,0.157,0.0202,0.000308,0.432,0.382,176.952,0,High-Energy / Fast / Live,0,-1
4u1MSjULnQ95O8w3cJTOzl,O Que É o Amor,Arlindo Cruz,Mtv Ao Vivo Arlindo Cruz - Cd 1,pagode,49,248173,0.509,0.75,-7.273,0.037,0.692,4.63e-06,0.798,0.816,93.948,1,Acoustic / Slow,0,-1
5pFain5KYhtQ7PoZFp5u7l,Walking to Adachi,Nathan Kawanishi,Nostalgia,study,43,141332,0.833,0.432,-11.625,0.0438,0.257,0.89,0.137,0.237,108.676,2,High-Energy / Instrumental / Melancholic / Fast,1,-1
4sd5YjI03rQCkqMDKJ1JxB,NIGHT FLIGHT,Perfume,"Perfume The Best ""P Cubed""",j-idol,24,321600,0.587,0.954,-1.594,0.0354,0.00184,0.000119,0.151,0.827,145.008,0,High-Energy / Fast / Live,0,-1
2XNJNwSOq8tLWhQ5a9sGBb,a new moral low ground,Architects,the classic symptoms of a broken spirit,metalcore,0,211848,0.469,0.937,-3.427,0.0773,0.00061,0.00176,0.329,0.198,89.041,0,High-Energy / Fast / Live,0,0
1WbZ7ZmDVARABHF2isuWF7,Papa Mama Loca Pipa,The Minions,Despicable Me 3 (Original Motion Picture Soundtrack),children,54,89480,0.753,0.922,-5.154,0.0771,0.755,0.0711,0.142,0.87,97.36,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
2QvQpwQFp8c8RJ4w7c4STR,Never Stay For Love,Weval;Eefje de Visser,Never Stay For Love,minimal-techno,50,222714,0.653,0.586,-9.084,0.0605,0.326,0.0472,0.11,0.677,157.807,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
0PCrZCeNoMnHJE3UT28OcX,"Track, Crush & Prevail",Deathstars,The Perfect Cult,goth,21,244240,0.615,0.968,-3.672,0.0489,0.000979,0.359,0.16,0.576,107.025,2,High-Energy / Instrumental / Melancholic / Fast,0,0
6a6hIUCbzYNQgxGFae2iBX,Vem Neném (Ao Vivo),XANDDY HARMONIA,Harmonia do Samba (Ao Vivo),funk,48,290240,0.432,0.889,-5.236,0.0848,0.264,3.83e-06,0.953,0.709,94.392,0,High-Energy / Fast / Live,0,-1
4ALp47AxeWxSAGvxuGDphK,Act II: No One Is Alone,Stephen Sondheim,Into the Woods,show-tunes,20,204173,0.297,0.113,-17.432,0.0444,0.971,0.0,0.0666,0.189,85.955,1,Acoustic / Slow,1,0
49oArb5U9DsUXpPSjDPsob,Have You Ever Seen The Rain,Creedence Clearwater Revival,REGNIG DAG,country,1,159693,0.779,0.662,-5.826,0.0284,0.141,1.16e-05,0.119,0.811,116.115,4,High-Energy / Dance-Party / Vocal-Heavy,0,0
5B61zzjiE95eO7JycmLbJX,El Chocolate,José-Luis Orozco,De Colores,children,33,37293,0.868,0.195,-17.757,0.459,0.87,1.59e-05,0.0987,0.839,128.514,4,High-Energy / Dance-Party / Vocal-Heavy,1,-1
3SBv0QyHzBhPkycFWEBHXC,Te Mueres Por Volver,Shaila Dúrcal,Así,spanish,31,192920,0.491,0.325,-9.794,0.0342,0.311,0.000118,0.237,0.526,163.769,1,Acoustic / Slow,1,0
5g2zTEnrgZQa9MInAahB3h,Otra Vez,Valdes,Una Vez Más,electronic,34,244689,0.677,0.537,-6.273,0.0368,0.297,0.000437,0.0863,0.373,74.001,1,Acoustic / Slow,1,0
5Lae1bwXeTQmpbnzTc3SPS,Bringin' It Straight from Alabama,The Tony Danza Tapdance Extravaganza,The Tony Danza Tap Dance Extravaganza,grindcore,12,86773,0.279,0.965,-7.875,0.12,1.9e-06,0.909,0.353,0.0771,136.92,2,High-Energy / Instrumental / Melancholic / Fast,0,-1
7aiiywFIV7cWxB2uFXK5w8,"O Dia Do Nosso Amor - Live From Tom Brasil,Săo Paulo,Brazil/2006",Inimigos Da HP,Inimigos Da HP 2006,pagode,41,202520,0.505,0.801,-5.257,0.154,0.43,0.0,0.857,0.603,110.86,0,High-Energy / Fast / Live,0,0
1wEUHZPeGvW7sbF9miASsi,Eine Woche wach,Mickie Krause,Best Of Karneval,party,0,235899,0.711,0.997,-3.078,0.075,0.0623,0.0,0.33,0.76,134.001,0,High-Energy / Fast / Live,0,0
66tPJue1SdDqvK9ifs6H3t,Real Life,Burna Boy;Stormzy,Sundown Rap,dance,0,197933,0.488,0.572,-7.29,0.0901,0.138,0.000235,0.27,0.415,132.45,0,High-Energy / Fast / Live,0,0
1mH7wNn3vfLbifM6IRAfzU,So Do I,The Chisel,Retaliation,garage,29,99458,0.359,0.888,-6.037,0.0956,0.00449,0.71,0.158,0.803,156.645,2,High-Energy / Instrumental / Melancholic / Fast,0,0
